dataTimeUpload,latitude,longitude,cidades,Casa_Placido,latitude_Casa_Placido,longitude_Casa_Placido
2023-10-06 13:26:00,"-1,5107945","-48,6190679",Barcarena - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,5107945","-48,6190679",Barcarena - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,5107945","-48,6190679",Barcarena - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,5107945","-48,6190679",Barcarena - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,45056","-48,4682453",Belém - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,45056","-48,4682453",Belém - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,45056","-48,4682453",Belém - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-0,7666582","-47,4537818",Maracanã - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,45056","-48,4682453",Belém - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,5107945","-48,6190679",Barcarena - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,0397924","-47,9091595",Terra Alta - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,45056","-48,4682453",Belém - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,374035","-48,4016623",Ananindeua - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,5169239","-48,0410699",Bujaru - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,45056","-48,4682453",Belém - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,45056","-48,4682453",Belém - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,5169239","-48,0410699",Bujaru - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,5169239","-48,0410699",Bujaru - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:26:00,"-1,45056","-48,4682453",Belém - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-1,374035","-48,4016623",Ananindeua - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-1,2927031","-47,9223903",Castanhal - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-1,5107945","-48,6190679",Barcarena - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-1,5107945","-48,6190679",Barcarena - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-1,5107945","-48,6190679",Barcarena - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-2,5295265","-44,2963942",São Luís - MA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-1,2927031","-47,9223903",Castanhal - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-1,5107945","-48,6190679",Barcarena - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-0,7220333","-47,8650027",Curuçá - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-1,961388","-48,1987043",Acará - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-2,242949","-49,497885",Cametá - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-1,2927031","-47,9223903",Castanhal - PA,Casa de Plácido,"-1,452268","-48,4813879"
2023-10-06 13:49:00,"-1,0574255","-46,7635232",Bragança - PA,Casa de Plácido,"-1,452268","-48,4813879"
